,index,full_name,club,age,league
2093,3611,Nordi Mukiele,Montpellier Hérault SC,19,French Ligue 1
2094,3612,Davide Di Gennaro,Lazio,29,Italian Serie A
2095,3620,Marco João Costa Baixinho,FC Paços de Ferreira,27,Portuguese Primeira Liga
2096,3626,Alfredo Morales,FC Ingolstadt 04,27,German 2. Bundesliga
2097,3629,Marc Torrejón Moya,1. FC Union Berlin,31,German 2. Bundesliga
2098,3630,Nahuel Leiva,Real Betis Balompié,20,Spanish Primera División
2099,3633,Rafael Henrique Assis Cardoso,SC Braga,26,Portuguese Primeira Liga
2100,3634,Manuel Marouan da Costa Senoussi,?stanbul Ba?ak?ehir FK,31,Turkish Süper Lig
2101,3636,Guessouma Fofana,Amiens SC Football,24,French Ligue 1
2102,3637,Mauro Goicoechea,Toulouse FC,29,French Ligue 1
2103,3642,At?nç Nukan,Be?ikta? JK,23,Turkish Süper Lig
2104,3648,Jhon Murillo,Kasimpa?a SK,21,Turkish Süper Lig
2105,3651,Iñigo Córdoba Kerejeta,Athletic Club de Bilbao,20,Spanish Primera División
2106,3653,José Filipe da Silva Moreira,Estoril Praia,35,Portuguese Primeira Liga
2107,3656,Ond?ej ?el?stka,Antalyaspor,28,Turkish Süper Lig
2108,3660,Miloš Kosanovi?,Göztepe,27,Turkish Süper Lig
2109,3661,Kevin Rodrigues,Real Sociedad,23,Spanish Primera División
2110,3668,Adis Jahovi?,Göztepe,30,Turkish Süper Lig
2111,3670,Bryan Cristante,Atalanta,22,Italian Serie A
2112,3672,José Edgar Andrade da Costa,CS Marítimo,30,Portuguese Primeira Liga
2113,3673,Denis Zakaria,Borussia Mönchengladbach,20,German Bundesliga
2114,3675,Pawe? Olkowski,1. FC Köln,27,German Bundesliga
2115,3676,Rafael Garcia Tonioli Defendi,FC Paços de Ferreira,33,Portuguese Primeira Liga
2116,3679,Arturo Mina,Evkur Yeni Malatyaspor,26,Turkish Süper Lig
2117,3681,Thomas Didillon,FC Metz,21,French Ligue 1
2118,3684,Davie Selke,Hertha BSC Berlin,22,German Bundesliga
2119,3688,Hélder Tiago Pinto Moura Guedes,Rio Ave FC,30,Portuguese Primeira Liga
2120,3689,Sebastian Polter,1. FC Union Berlin,26,German 2. Bundesliga
2121,3691,Mats Møller Dæhli,FC St. Pauli,22,German 2. Bundesliga
2122,3693,Douglas Pereira dos Santos,SL Benfica,26,Portuguese Primeira Liga
2123,3694,Zakaria Bakkali,RC Deportivo de La Coruña,21,Spanish Primera División
2124,3696,Milan Gaji?,Girondins de Bordeaux,21,French Ligue 1
2125,3697,Vasco Regini,Sampdoria,26,Italian Serie A
2126,3700,Landry Joel N'Guemo,Kayserispor,31,Turkish Süper Lig
2127,3701,Juan Torres Ruiz,Getafe CF,27,Spanish Primera División
2128,3702,Fabian Klos,DSC Arminia Bielefeld,29,German 2. Bundesliga
2129,3706,Christoffer Nyman,Eintracht Braunschweig,24,German 2. Bundesliga
2130,3709,Adrian Mariappa,Watford,30,English Premier League
2131,3710,Andreas Luthe,FC Augsburg,30,German Bundesliga
2132,3711,Adama Traoré,Göztepe,27,Turkish Süper Lig
2133,3715,Youssef Ait Bennasser,SM Caen,20,French Ligue 1
2134,3719,Opa Nguette,FC Metz,22,French Ligue 1
2135,3722,Bakary Sako,Crystal Palace,29,English Premier League
2136,3726,Iván López Mendoza,Levante UD,23,Spanish Primera División
2137,3727,Pablo Maffeo Becerra,Girona CF,19,Spanish Primera División
2138,3730,Eber Henrique Ferreira de Bessa,CS Marítimo,25,Portuguese Primeira Liga
2139,3734,Bruno Petkovi?,Bologna,22,Italian Serie A
2140,3735,Dean Marney,Burnley,33,English Premier League
2141,3739,Mustapha Diallo,En Avant de Guingamp,31,French Ligue 1
2142,3740,Mario Malo?a,SpVgg Greuther Fürth,28,German 2. Bundesliga
2143,3748,Mijat Ga?inovi?,Eintracht Frankfurt,22,German Bundesliga
2144,3750,Harrison Manzala,Amiens SC Football,23,French Ligue 1
2145,3751,Kevin Lasagna,Udinese,24,Italian Serie A
2146,3754,Jean-Armel Kana-Biyik,Kayserispor,27,Turkish Süper Lig
2147,3755,Diego Contento,Girondins de Bordeaux,27,French Ligue 1
2148,3756,Robbie Kruse,VfL Bochum,28,German 2. Bundesliga
2149,3761,Vagner da Silva,Boavista FC,31,Portuguese Primeira Liga
2150,3763,Maurides Roque Junior,CF Os Belenenses,23,Portuguese Primeira Liga
2151,3766,Syam Ben Youssef,Kasimpa?a SK,28,Turkish Süper Lig
2152,3768,Adama Diakhaby,AS Monaco,20,French Ligue 1
2153,3769,Cristiano Biraghi,Fiorentina,24,Italian Serie A
2154,3770,Hernán Santana Trujillo,UD Las Palmas,26,Spanish Primera División
2155,3771,André Biyogo Poko,Kardemir Karabükspor,24,Turkish Süper Lig
2156,3774,Mame Thiam,Juventus,24,Italian Serie A
2157,3775,Matheus Dória Macedo,Olympique de Marseille,22,French Ligue 1
2158,3776,Ager Aketxe Barrutia,Athletic Club de Bilbao,23,Spanish Primera División
2159,3777,Jean-Kévin Augustin,RB Leipzig,20,German Bundesliga
2160,3779,Ali Turan,Atiker Konyaspor,33,Turkish Süper Lig
2161,3780,Pedro Miguel Braga Rebocho,En Avant de Guingamp,22,French Ligue 1
2162,3783,Jan Morávek,FC Augsburg,27,German Bundesliga
2163,3788,Thilo Kehrer,FC Schalke 04,20,German Bundesliga
2164,3791,Christian Günter,SC Freiburg,24,German Bundesliga
2165,3797,Mickaël Le Bihan,OGC Nice,27,French Ligue 1
2166,3798,Takahiro Sekine,FC Ingolstadt 04,22,German 2. Bundesliga
2167,3800,Ceyhun Gülselam,Kardemir Karabükspor,29,Turkish Süper Lig
2168,3802,Rodrigo Hernández Cascante,Villarreal CF,21,Spanish Primera División
2169,3808,Phil Bardsley,Burnley,32,English Premier League
2170,3810,Nahki Wells,Burnley,27,English Premier League
2171,3815,Kolbeinn Sigþórsson,FC Nantes,27,French Ligue 1
2172,3821,Tom Starke,FC Bayern Munich,36,German Bundesliga
2173,3824,Avdija Vršajevi?,Osmanl?spor,31,Turkish Süper Lig
2174,3826,Bartosz Kapustka,SC Freiburg,20,German Bundesliga
2175,3828,Hervé Bazile,SM Caen,27,French Ligue 1
2176,3831,Ömer ?i?mano?lu,Göztepe,27,Turkish Süper Lig
2177,3832,Fabian Giefer,FC Augsburg,27,German Bundesliga
2178,3834,Stefan Šimi?,Crotone,22,Italian Serie A
2179,3836,Rob Holding,Arsenal,21,English Premier League
2180,3841,Donis Avdijaj,FC Schalke 04,20,German Bundesliga
2181,3843,João Carlos Vilaça Teixeira,SC Braga,24,Portuguese Primeira Liga
2182,3845,Amilton Minervino da Silva,CD Aves,27,Portuguese Primeira Liga
2183,3849,Nuno Miguel Jerónimo Sequeira,SC Braga,26,Portuguese Primeira Liga
2184,3851,Manuel Gulde,SC Freiburg,26,German Bundesliga
2185,3852,Benjamin Jeannot,Dijon FCO,25,French Ligue 1
2186,3853,Jérôme Prior,Girondins de Bordeaux,21,French Ligue 1
2187,3858,Florent Hadergjonaj,Huddersfield Town,22,English Premier League
2188,3862,Alfonso Pedraza Sag,Deportivo Alavés,21,Spanish Primera División
2189,3864,Bogdan Stancu,Bursaspor,30,Turkish Süper Lig
2190,3866,Karim Onisiwo,1. FSV Mainz 05,25,German Bundesliga
2191,3869,Pascal Stenzel,SC Freiburg,21,German Bundesliga
2192,3870,Romain Genevois,SM Caen,29,French Ligue 1
2193,3873,Antonio Barragán Fernández,Real Betis Balompié,30,Spanish Primera División
2194,3874,Andy King,Leicester City,28,English Premier League
2195,3877,Rafael Furlan Soares,Grupo Desportivo de Chaves,22,Portuguese Primeira Liga
2196,3883,Léo Lacroix,AS Saint-Étienne,25,French Ligue 1
2197,3887,Hernán Toledo,UD Las Palmas,21,Spanish Primera División
2198,3888,Nicolas Höfler,SC Freiburg,27,German Bundesliga
2199,3894,Gonçalo Jardim Brandão,Estoril Praia,30,Portuguese Primeira Liga
2200,3897,Przemys?aw Tyto?,RC Deportivo de La Coruña,30,Spanish Primera División
2201,3898,João António Antunes Carvalho,SL Benfica,20,Portuguese Primeira Liga
2202,3902,Maxime Dupé,FC Nantes,24,French Ligue 1
2203,3907,Ignacio Vidal Miralles,Valencia CF,22,Spanish Primera División
2204,3908,Ángel Luís Rodríguez Díaz,Getafe CF,30,Spanish Primera División
2205,3913,Carlos Martín Vigaray,Deportivo Alavés,22,Spanish Primera División
2206,3915,Samuel Souprayen,Hellas Verona,28,Italian Serie A
2207,3916,Jordon Ibe,Bournemouth,21,English Premier League
2208,3919,Judilson Mamadu Tuncara Gomes,Rio Ave FC,25,Portuguese Primeira Liga
2209,3920,Tiago Henrique Damil Gomes,CD Feirense,30,Portuguese Primeira Liga
2210,3921,Oleksandr Zinchenko,Manchester City,20,English Premier League
2211,3934,Jan-Ingwer Callsen-Bracker,FC Augsburg,32,German Bundesliga
2212,3937,Panagiotis Retsos,Bayer 04 Leverkusen,18,German Bundesliga
2213,3946,Alexander Søderlund,AS Saint-Étienne,29,French Ligue 1
2214,3954,Luca Ceppitelli,Cagliari,27,Italian Serie A
2215,3955,Ricardo Miguel Moreira Costa,Tondela,36,Portuguese Primeira Liga
2216,3961,Tomer Hemed,Brighton & Hove Albion,30,English Premier League
2217,3963,Abdou Kader Mangane,RC Strasbourg,34,French Ligue 1
2218,3965,Izet Hajrovi?,SV Werder Bremen,25,German Bundesliga
2219,3967,Chidozie Awaziem,FC Nantes,20,French Ligue 1
2220,3968,Andrew Wooten,SV Sandhausen,27,German 2. Bundesliga
2221,3971,Sami Allagui,FC St. Pauli,31,German 2. Bundesliga
2222,3974,Antonín Barák,Udinese,22,Italian Serie A
2223,3980,Bernard Mensah,Kasimpa?a SK,22,Turkish Süper Lig
2224,3982,Tiago Rafael Maia Silva,CD Feirense,24,Portuguese Primeira Liga
2225,3983,Mehmet Güven,Osmanl?spor,29,Turkish Süper Lig
2226,3988,Isaac Cofie,Genoa,25,Italian Serie A
2227,3989,Stephan Fürstner,1. FC Union Berlin,29,German 2. Bundesliga
2228,3997,Nicolas Frey,Chievo Verona,33,Italian Serie A
2229,4002,Assane Dioussé,AS Saint-Étienne,19,French Ligue 1
2230,4004,Elderson Echiéjilé,Medicana Sivasspor,29,Turkish Süper Lig
2231,4008,Peter Niemeyer,SV Darmstadt 98,33,German 2. Bundesliga
2232,4018,Ronaël Pierre-Gabriel,AS Saint-Étienne,19,French Ligue 1
2233,4020,Antonio Caracciolo,Hellas Verona,27,Italian Serie A
2234,4022,Lucas E. Santana de Oliveira,Estoril Praia,22,Portuguese Primeira Liga
2235,4024,Uwe Hünemeier,Brighton & Hove Albion,31,English Premier League
2236,4025,Gideon Jung,Hamburger SV,22,German Bundesliga
2237,4027,Artur Sobiech,SV Darmstadt 98,27,German 2. Bundesliga
2238,4029,Francisco José Molinero Calderón,Getafe CF,31,Spanish Primera División
2239,4032,Danilo Sousa Campos,Antalyaspor,27,Turkish Süper Lig
2240,4046,Sérgio Antônio Borges Júnior,Akhisar Belediyespor,30,Turkish Süper Lig
2241,4051,Iver Fossum,Hannover 96,20,German Bundesliga
2242,4056,Håvard Nielsen,Fortuna Düsseldorf,23,German 2. Bundesliga
2243,4059,Alexandre Mendy,Girondins de Bordeaux,23,French Ligue 1
2244,4061,Gerard Valentín Sancho,RC Deportivo de La Coruña,23,Spanish Primera División
2245,4062,Evanildo Fernandes Gomes,CD Aves,31,Portuguese Primeira Liga
2246,4064,Robert Leipertz,FC Ingolstadt 04,24,German 2. Bundesliga
2247,4067,Steven Skrzybski,1. FC Union Berlin,24,German 2. Bundesliga
2248,4070,Sebastian Kerk,1. FC Nürnberg,23,German 2. Bundesliga
2249,4072,Pedro Nuno Fernandes Ferreira,Tondela,22,Portuguese Primeira Liga
2250,4073,Kevin Bonifazi,Torino,21,Italian Serie A
2251,4076,Christoph Janker,FC Augsburg,32,German Bundesliga
2252,4079,Steve Sidwell,Brighton & Hove Albion,34,English Premier League
2253,4080,Yussif Raman Chibsah,Benevento Calcio,24,Italian Serie A
2254,4081,Tom Schütz,DSC Arminia Bielefeld,29,German 2. Bundesliga
2255,4084,Mahmoud Hassan,Kasimpa?a SK,22,Turkish Süper Lig
2256,4086,Akaki Gogia,1. FC Union Berlin,25,German 2. Bundesliga
2257,4087,Engin Bekdemir,Osmanl?spor,25,Turkish Süper Lig
2258,4089,Adam Maruši?,Lazio,24,Italian Serie A
2259,4093,Elvis Manuel Monteiro Macedo,CD Feirense,31,Portuguese Primeira Liga
2260,4100,Christian Puggioni,Sampdoria,36,Italian Serie A
2261,4103,Julio Tavares,Dijon FCO,28,French Ligue 1
2262,4104,Enzo Fernández,Deportivo Alavés,22,Spanish Primera División
2263,4107,Isaac Hayden,Newcastle United,22,English Premier League
2264,4114,Ahmet ?lhan Özek,Gençlerbirli?i SK,29,Turkish Süper Lig
2265,4116,Lewis Cook,Bournemouth,20,English Premier League
2266,4121,Robin Himmelmann,FC St. Pauli,28,German 2. Bundesliga
2267,4126,Jérémy Grimm,RC Strasbourg,30,French Ligue 1
2268,4136,Philipp Ziereis,FC St. Pauli,24,German 2. Bundesliga
2269,4139,Pedro Miguel Pereira Silva,Grupo Desportivo de Chaves,28,Portuguese Primeira Liga
2270,4149,Leandro Cabrera,Crotone,25,Italian Serie A
2271,4153,Gilles Sunu,Angers SCO,26,French Ligue 1
2272,4154,Danny Williams,Huddersfield Town,28,English Premier League
2273,4163,Uffe Bech,Hannover 96,24,German Bundesliga
2274,4164,José Lionn Barbosa de Lucena,Rio Ave FC,28,Portuguese Primeira Liga
2275,4166,André Filipe Carneiro Leal,FC Paços de Ferreira,21,Portuguese Primeira Liga
2276,4168,François Bellugou,ES Troyes AC,30,French Ligue 1
2277,4170,Gabriel Moisés Antunes da Silva,AS Saint-Étienne,26,French Ligue 1
2278,4171,Massimo Coda,Benevento Calcio,28,Italian Serie A
2279,4178,Issiaga Sylla,Toulouse FC,23,French Ligue 1
2280,4181,Cyriac Gohi Bi Zoro,Medicana Sivasspor,26,Turkish Süper Lig
2281,4183,Alberto Grassi,Ferrara (SPAL),22,Italian Serie A
2282,4187,Rouwen Hennings,Fortuna Düsseldorf,29,German 2. Bundesliga
2283,4188,Julián Speroni,Crystal Palace,38,English Premier League
2284,4189,Yassine Bounou,Girona CF,26,Spanish Primera División
2285,4190,Thomas Pledl,FC Ingolstadt 04,23,German 2. Bundesliga
2286,4192,Afonso Rebeiro Figueiredo,Stade Rennais FC,24,French Ligue 1
2287,4193,Jonathan Bamba,AS Saint-Étienne,21,French Ligue 1
2288,4203,Gerónimo Poblete,FC Metz,24,French Ligue 1
2289,4205,Paul Dummett,Newcastle United,25,English Premier League
2290,4208,Yaya Sanogo,Toulouse FC,24,French Ligue 1
2291,4217,Florian Hübner,Hannover 96,26,German Bundesliga
2292,4227,Emmanuel Bourgaud,Amiens SC Football,29,French Ligue 1
2293,4231,Adem Büyük,Evkur Yeni Malatyaspor,29,Turkish Süper Lig
2294,4233,Felipe Trevizan Martins,Hannover 96,30,German Bundesliga
2295,4239,Michael Rangel,Kasimpa?a SK,26,Turkish Süper Lig
2296,4257,Emrah Ba?san,Galatasaray SK,25,Turkish Süper Lig
2297,4262,Fabian Holland,SV Darmstadt 98,26,German 2. Bundesliga
2298,4266,Luis Fariña,CD Aves,26,Portuguese Primeira Liga
2299,4270,Bruno Zuculini,Hellas Verona,24,Italian Serie A
2300,4272,Moritz Stoppelkamp,MSV Duisburg,30,German 2. Bundesliga
2301,4273,Sokol Çikalleshi,Osmanl?spor,26,Turkish Süper Lig
2302,4282,Daniele Dessena,Cagliari,30,Italian Serie A
2303,4284,João Diogo Gomes de Freitas,CF Os Belenenses,29,Portuguese Primeira Liga
2304,4285,Mattias Bjärsmyr,Medicana Sivasspor,31,Turkish Süper Lig
2305,4290,José Mauri,Milan,21,Italian Serie A
2306,4298,Dong Won Ji,FC Augsburg,26,German Bundesliga
2307,4300,André Hoffmann,Fortuna Düsseldorf,24,German 2. Bundesliga
2308,4301,Gustav Valsvik,Eintracht Braunschweig,24,German 2. Bundesliga
2309,4302,Cheikh M'Bengue,AS Saint-Étienne,28,French Ligue 1
2310,4305,William de Asevedo Furtado,VfL Wolfsburg,22,German Bundesliga
2311,4306,Oier Olazábal Paredes,Levante UD,27,Spanish Primera División
2312,4308,Balázs Megyeri,SpVgg Greuther Fürth,27,German 2. Bundesliga
2313,4310,Cenk Gönen,Málaga CF,29,Spanish Primera División
2314,4313,Eduardo José Borges Machado,Boavista FC,27,Portuguese Primeira Liga
2315,4314,Álvaro José Jiménez Guerrero,Getafe CF,22,Spanish Primera División
2316,4315,Marco Knaller,FC Ingolstadt 04,30,German 2. Bundesliga
2317,4330,Nathan Allan de Souza,Amiens SC Football,21,French Ligue 1
2318,4332,Jonathan Martins Pereira,En Avant de Guingamp,31,French Ligue 1
2319,4341,João Rafael Brito Teixeira,Vitória Setúbal,23,Portuguese Primeira Liga
2320,4347,Amir Abrashi,SC Freiburg,27,German Bundesliga
2321,4354,Stanislav Lobotka,RC Celta de Vigo,22,Spanish Primera División
2322,4357,Jonathan Ikoné,Montpellier Hérault SC,19,French Ligue 1
2323,4365,Jan Rosenthal,SV Darmstadt 98,31,German 2. Bundesliga
2324,4371,Anthony Losilla,VfL Bochum,31,German 2. Bundesliga
2325,4374,Maximilian Eggestein,SV Werder Bremen,20,German Bundesliga
2326,4377,João Miguel Macedo da Silva,Vitória Guimarães,22,Portuguese Primeira Liga
2327,4379,Bengali-Fodé Koita,Kasimpa?a SK,26,Turkish Süper Lig
2328,4383,Vanderley Dias Marinho,CD Aves,29,Portuguese Primeira Liga
2329,4391,Kenan Kodro,1. FSV Mainz 05,23,German Bundesliga
2330,4393,Daniel Halfar,1. FC Kaiserslautern,29,German 2. Bundesliga
2331,4395,Pasquale Schiattarella,Ferrara (SPAL),30,Italian Serie A
2332,4397,Serdar Kurtulu?,Bursaspor,29,Turkish Süper Lig
2333,4404,Adama Traoré,AS Monaco,22,French Ligue 1
2334,4407,Miiko Albornoz,Hannover 96,26,German Bundesliga
2335,4411,Steeve Yago,Toulouse FC,24,French Ligue 1
2336,4413,Yannick dos Santos Djaló,Vitória Setúbal,31,Portuguese Primeira Liga
2337,4414,Yacine Bammou,FC Nantes,25,French Ligue 1
2338,4421,Daniel Larsson,Akhisar Belediyespor,30,Turkish Süper Lig
2339,4436,Fabio Coltorti,RB Leipzig,36,German Bundesliga
2340,4439,Marco Caligiuri,SpVgg Greuther Fürth,33,German 2. Bundesliga
2341,4440,Justin Hoogma,TSG 1899 Hoffenheim,19,German Bundesliga
2342,4442,Kevin Akpoguma,TSG 1899 Hoffenheim,22,German Bundesliga
2343,4446,Philipp Hosiner,1. FC Union Berlin,28,German 2. Bundesliga
2344,4447,Yann Karamoh,Inter,18,Italian Serie A
2345,4449,Liam Rosenior,Brighton & Hove Albion,32,English Premier League
2346,4455,Anastasios Donis,VfB Stuttgart,20,German Bundesliga
2347,4457,Maxime Poundjé,Girondins de Bordeaux,24,French Ligue 1
2348,4458,Václav Procházka,Osmanl?spor,33,Turkish Süper Lig
2349,4459,Óscar Barreto,Rio Ave FC,24,Portuguese Primeira Liga
2350,4461,John Boye,Medicana Sivasspor,30,Turkish Süper Lig
2351,4463,Tim Kister,SV Sandhausen,30,German 2. Bundesliga
2352,4464,Nik Omladi?,SpVgg Greuther Fürth,27,German 2. Bundesliga
2353,4475,Matej Mitrovi?,Be?ikta? JK,23,Turkish Süper Lig
2354,4478,Moestafa El Kabir,Antalyaspor,28,Turkish Süper Lig
2355,4486,Veli Kavlak,Be?ikta? JK,28,Turkish Süper Lig
2356,4489,Luca Mora,Ferrara (SPAL),29,Italian Serie A
2357,4495,Florent Balmont,Dijon FCO,37,French Ligue 1
2358,4498,Bruno Alexandre Marques Pereirinha,CF Os Belenenses,29,Portuguese Primeira Liga
2359,4501,Arnold Issoko,Vitória Setúbal,25,Portuguese Primeira Liga
2360,4504,Kasey Palmer,Huddersfield Town,20,English Premier League
2361,4505,Amine Harit,FC Schalke 04,20,German Bundesliga
2362,4506,Mert Günok,?stanbul Ba?ak?ehir FK,28,Turkish Süper Lig
2363,4507,Scott Malone,Huddersfield Town,26,English Premier League
2364,4508,Abdoul Razzagui Camara,En Avant de Guingamp,27,French Ligue 1
2365,4509,Takuma Asano,VfB Stuttgart,22,German Bundesliga
2366,4511,Koray Günter,Galatasaray SK,22,Turkish Süper Lig
2367,4512,Slobodan Medojevi?,Eintracht Frankfurt,26,German Bundesliga
2368,4513,Marko Gruji?,Liverpool,21,English Premier League
2369,4515,Dame N'Doye,Trabzonspor,32,Turkish Süper Lig
2370,4521,William Troost-Ekong,Bursaspor,23,Turkish Süper Lig
2371,4529,Dimitri Foulquier,RC Strasbourg,24,French Ligue 1
2372,4534,Tristan Dingomé,ES Troyes AC,26,French Ligue 1
2373,4537,Manuel Riemann,VfL Bochum,28,German 2. Bundesliga
2374,4544,Borja Valle Balonga,RC Deportivo de La Coruña,24,Spanish Primera División
2375,4545,Kaan Ayhan,Fortuna Düsseldorf,22,German 2. Bundesliga
2376,4546,Christian Rivera Hernández,SD Eibar,19,Spanish Primera División
2377,4552,Marc Navarro Ceciliano,RCD Espanyol,21,Spanish Primera División
2378,4563,Clément Michelin,Toulouse FC,20,French Ligue 1
2379,4564,Bilal K?sa,Bursaspor,34,Turkish Süper Lig
2380,4568,Stefano Celozzi,VfL Bochum,28,German 2. Bundesliga
2381,4571,Waldemar Sobota,FC St. Pauli,30,German 2. Bundesliga
2382,4572,Iasmin Latovlevici,Galatasaray SK,31,Turkish Süper Lig
2383,4575,Dayot Upamecano,RB Leipzig,18,German Bundesliga
2384,4576,Mouhamadou Dabo,SM Caen,30,French Ligue 1
2385,4578,Walter Benítez,OGC Nice,24,French Ligue 1
2386,4579,João Carlos Fonseca Silva,Boavista FC,27,Portuguese Primeira Liga
2387,4583,Mehdi Abeid,Dijon FCO,24,French Ligue 1
2388,4585,André Campos Moreira,SC Braga,21,Portuguese Primeira Liga
2389,4588,Francisco Aday Benítez Caraballo,Girona CF,29,Spanish Primera División
2390,4592,Aleksandar Ignjovski,SC Freiburg,26,German Bundesliga
2391,4593,Sebastián Rincón,Vitória Guimarães,23,Portuguese Primeira Liga
2392,4595,Leonardo Ruíz,Boavista FC,21,Portuguese Primeira Liga
2393,4597,André Filipe Ribeiro Leão,FC Paços de Ferreira,32,Portuguese Primeira Liga
2394,4598,Danny da Costa,Eintracht Frankfurt,23,German Bundesliga
2395,4600,Hans Hateboer,Atalanta,23,Italian Serie A
2396,4601,Paul Seguin,SG Dynamo Dresden,22,German 2. Bundesliga
2397,4602,Zeki Y?ld?r?m,Antalyaspor,26,Turkish Süper Lig
2398,4603,Merter Yüce,Bursaspor,32,Turkish Süper Lig
2399,4609,Marcus Rohdén,Crotone,26,Italian Serie A
2400,4611,Thomas Kessler,1. FC Köln,31,German Bundesliga
2401,4613,Rafik Halliche,Estoril Praia,30,Portuguese Primeira Liga
2402,4614,Ihlas Bebou,Hannover 96,23,German Bundesliga
2403,4617,Tyrone Mings,Bournemouth,24,English Premier League
2404,4618,Rúben Miguel Santos Fernandes,Portimonense SC,31,Portuguese Primeira Liga
2405,4623,João Pedro Reis Amaral,Vitória Setúbal,25,Portuguese Primeira Liga
2406,4624,Aleandro Rosi,Genoa,30,Italian Serie A
2407,4631,Alexander Hack,1. FSV Mainz 05,23,German Bundesliga
2408,4638,Jack Stephens,Southampton,23,English Premier League
2409,4644,Luis Otavio Bonilha de Oliveira,Vitória Setúbal,25,Portuguese Primeira Liga
2410,4645,Valentino Lazaro,Hertha BSC Berlin,21,German Bundesliga
2411,4646,Marco Terrazzino,SC Freiburg,26,German Bundesliga
2412,4647,Dimitris Diamantakos,VfL Bochum,24,German 2. Bundesliga
2413,4649,Achraf Hakimi,Real Madrid CF,18,Spanish Primera División
2414,4650,Pietro Iemmello,Benevento Calcio,25,Italian Serie A
2415,4652,Walter Montoya,Sevilla FC,23,Spanish Primera División
2416,4654,Federico Valverde,RC Deportivo de La Coruña,18,Spanish Primera División
2417,4658,Bart?omiej Dr?gowski,Fiorentina,19,Italian Serie A
2418,4662,Aly Cissokho,Evkur Yeni Malatyaspor,29,Turkish Süper Lig
2419,4665,Héctor Hernández Ortega,Deportivo Alavés,26,Spanish Primera División
2420,4666,Issa Cissokho,Amiens SC Football,32,French Ligue 1
2421,4669,Benoît Assou-Ekotto,FC Metz,33,French Ligue 1
2422,4674,João Paulo Dias Fernandes,SC Braga,24,Portuguese Primeira Liga
2423,4676,Andrei Girotto,FC Nantes,25,French Ligue 1
2424,4678,Bakary Saré,CF Os Belenenses,27,Portuguese Primeira Liga
2425,4685,Hakan Ar?kan,Osmanl?spor,34,Turkish Süper Lig
2426,4691,Chang Hoon Kwon,Dijon FCO,23,French Ligue 1
2427,4699,Javier Ontiveros Parra,Málaga CF,19,Spanish Primera División
2428,4701,Enock Kofi Adu,Akhisar Belediyespor,26,Turkish Süper Lig
2429,4702,Moritz Hartmann,FC Ingolstadt 04,31,German 2. Bundesliga
2430,4703,Dominick Drexler,Holstein Kiel,27,German 2. Bundesliga
2431,4704,Luca Antei,Benevento Calcio,25,Italian Serie A
2432,4711,Valerio Verre,Sampdoria,23,Italian Serie A
2433,4712,Danilo Teodoro Soares,VfL Bochum,25,German 2. Bundesliga
2434,4713,Chung-Yong Lee,Crystal Palace,28,English Premier League
2435,4714,Lassana Coulibaly,Angers SCO,21,French Ligue 1
2436,4715,Christopher Nkunku,Paris Saint-Germain,19,French Ligue 1
2437,4718,Mbilla Etame,Alanyaspor,28,Turkish Süper Lig
2438,4721,Jubal Rocha Mendes Junior,Vitória Guimarães,23,Portuguese Primeira Liga
2439,4722,Rodrigo Defendi,CD Aves,31,Portuguese Primeira Liga
2440,4727,Vítor Bruno Ramos Gonçalves,Boavista FC,27,Portuguese Primeira Liga
2441,4731,Thomas Eisfeld,VfL Bochum,24,German 2. Bundesliga
2442,4732,Mateo Pavlovi?,Angers SCO,27,French Ligue 1
2443,4740,Benno Schmitz,RB Leipzig,22,German Bundesliga
2444,4749,Joel Castro Pereira,Manchester United,21,English Premier League
2445,4753,Christopher Trimmel,1. FC Union Berlin,30,German 2. Bundesliga
2446,4755,Cuco Martina,Everton,27,English Premier League
2447,4757,Luís Miguel Lopes Mendes,Estoril Praia,30,Portuguese Primeira Liga
2448,4758,Sonny Kittel,FC Ingolstadt 04,24,German 2. Bundesliga
2449,4767,Leocísio Júlio Sami,CD Aves,28,Portuguese Primeira Liga
2450,4770,Benito Raman,Fortuna Düsseldorf,22,German 2. Bundesliga
2451,4778,Sercan Y?ld?r?m,Bursaspor,27,Turkish Süper Lig
2452,4779,Nereo Champagne,CD Leganés,32,Spanish Primera División
2453,4781,Stef Peeters,SM Caen,25,French Ligue 1
2454,4783,Hichem Belkaroui,Moreirense FC,26,Portuguese Primeira Liga
2455,4786,Isaiah Brown,Brighton & Hove Albion,20,English Premier League
2456,4790,Fabio Pisacane,Cagliari,31,Italian Serie A
2457,4793,Jürgen Gjasula,SpVgg Greuther Fürth,31,German 2. Bundesliga
2458,4802,Martin Männel,FC Erzgebirge Aue,29,German 2. Bundesliga
2459,4805,Lazar Rosi?,SC Braga,24,Portuguese Primeira Liga
2460,4808,Rob Elliot,Newcastle United,31,English Premier League
2461,4829,Noah Joel Sarenren Bazee,Hannover 96,20,German Bundesliga
2462,4833,Olcan Ad?n,Akhisar Belediyespor,31,Turkish Süper Lig
2463,4835,Jan Hochscheidt,Eintracht Braunschweig,29,German 2. Bundesliga
2464,4836,Ólafur Ingi Skúlason,Kardemir Karabükspor,34,Turkish Süper Lig
2465,4839,Dominic Solanke,Liverpool,19,English Premier League
